"date","open","high","low","close","adj","volume"
2024-12-16,247.990005493164,251.380004882812,247.649993896484,251.039993286133,249.231292724609,51694800
2024-12-17,250.080001831055,253.830001831055,249.779998779297,253.479995727539,251.653732299805,51356400
2024-12-18,252.160003662109,254.279998779297,247.740005493164,248.050003051758,246.26286315918,56774100
2024-12-19,247.5,252,247.089996337891,249.789993286133,247.990341186523,60882300
2024-12-20,248.039993286133,255,245.690002441406,254.490005493164,252.656463623047,147495300
2024-12-23,254.770004272461,255.649993896484,253.449996948242,255.270004272461,253.430847167969,40858800
2024-12-24,255.490005493164,258.209991455078,255.289993286133,258.200012207031,256.339752197266,23234700
2024-12-26,258.190002441406,260.100006103516,257.630004882812,259.019989013672,257.153778076172,27237100
2024-12-27,257.829986572266,258.700012207031,253.059997558594,255.589996337891,253.74853515625,42355300
2024-12-30,252.229995727539,253.5,250.75,252.199996948242,250.382965087891,35557500
2024-12-31,252.440002441406,253.279998779297,249.429992675781,250.419998168945,248.615783691406,39480700
2025-01-02,248.929992675781,249.100006103516,241.820007324219,243.850006103516,242.093139648438,55740700
2025-01-03,243.360000610352,244.179992675781,241.889999389648,243.360000610352,241.606658935547,40244100
2025-01-06,244.309997558594,247.330001831055,243.199996948242,245,243.234848022461,45045600
2025-01-07,242.979995727539,245.550003051758,241.350006103516,242.210006713867,240.464950561523,40856000
2025-01-08,241.919998168945,243.710006713867,240.050003051758,242.699996948242,240.951416015625,37628900
2025-01-10,240.009994506836,240.160003662109,233,236.850006103516,235.1435546875,61710900
2025-01-13,233.529998779297,234.669998168945,229.720001220703,234.399993896484,232.711227416992,49630700
2025-01-14,234.75,236.119995117188,232.470001220703,233.279998779297,231.599273681641,39435300
2025-01-15,234.639999389648,238.960006713867,234.429992675781,237.869995117188,236.156204223633,39832000
2025-01-16,237.350006103516,238.009994506836,228.029998779297,228.259994506836,226.615447998047,71759100
2025-01-17,232.119995117188,232.289993286133,228.479995727539,229.979995727539,228.323043823242,68488300
2025-01-21,224,224.419998168945,219.380004882812,222.639999389648,221.03596496582,98070400
2025-01-22,219.789993286133,224.119995117188,219.789993286133,223.830001831055,222.217376708984,64126500
2025-01-23,224.740005493164,227.029998779297,222.300003051758,223.660003662109,222.048568725586,60234800
2025-01-24,224.779998779297,225.630004882812,221.410003662109,222.779998779297,221.174942016602,54697900
2025-01-27,224.020004272461,232.149993896484,223.979995727539,229.860000610352,228.203918457031,94863400
2025-01-28,230.850006103516,240.190002441406,230.809997558594,238.259994506836,236.543395996094,75707600
2025-01-29,234.119995117188,239.860000610352,234.009994506836,239.360000610352,237.635482788086,45486100
2025-01-30,238.669998168945,240.789993286133,237.210006713867,237.589996337891,235.878234863281,55658300
2025-01-31,247.190002441406,247.190002441406,233.440002441406,236,234.299667358398,100959800
2025-02-03,229.990005493164,231.830001831055,225.699996948242,228.009994506836,226.367233276367,73063300
2025-02-04,227.25,233.130004882812,226.649993896484,232.800003051758,231.122741699219,45067300
2025-02-05,228.529998779297,232.669998168945,228.270004272461,232.470001220703,230.795120239258,39620300
2025-02-06,231.289993286133,233.800003051758,230.429992675781,233.220001220703,231.539703369141,29925300
2025-02-07,232.600006103516,234,227.259994506836,227.630004882812,225.989990234375,39707200
2025-02-10,229.570007324219,230.589996337891,227.199996948242,227.649993896484,226.258331298828,33115600
2025-02-11,228.199996948242,235.229995727539,228.130004882812,232.619995117188,231.197937011719,53718400
2025-02-12,231.199996948242,236.960006713867,230.679992675781,236.869995117188,235.421966552734,45243300
2025-02-13,236.910003662109,242.339996337891,235.570007324219,241.529998779297,240.053466796875,53614100
2025-02-14,241.25,245.550003051758,240.990005493164,244.600006103516,243.104721069336,40896200
2025-02-18,244.149993896484,245.179992675781,241.839996337891,244.470001220703,242.975509643555,48822500
2025-02-19,244.660003662109,246.009994506836,243.160003662109,244.869995117188,243.373077392578,32204200
2025-02-20,244.940002441406,246.779998779297,244.289993286133,245.830001831055,244.327194213867,32316900
2025-02-21,245.949996948242,248.690002441406,245.220001220703,245.550003051758,244.048889160156,53197400
2025-02-24,244.929992675781,248.860000610352,244.419998168945,247.100006103516,245.589447021484,51326400
2025-02-25,248,250,244.910003662109,247.039993286133,245.529800415039,48013300
2025-02-26,244.330001831055,244.979995727539,239.130004882812,240.360000610352,238.890640258789,44433600
2025-02-27,239.410003662109,242.460006713867,237.059997558594,237.300003051758,235.849349975586,41153600
2025-02-28,236.949996948242,242.089996337891,230.199996948242,241.839996337891,240.361587524414,56833400
2025-03-03,241.789993286133,244.029998779297,236.110000610352,238.029998779297,236.574905395508,47184000
2025-03-04,237.710006713867,240.070007324219,234.679992675781,235.929992675781,234.487701416016,53798100
2025-03-05,235.419998168945,236.550003051758,229.229995727539,235.740005493164,234.298873901367,47227600
2025-03-06,234.440002441406,237.860000610352,233.160003662109,235.330001831055,233.891387939453,45170400
2025-03-07,235.110000610352,241.369995117188,234.759994506836,239.070007324219,237.608535766602,46273600
2025-03-10,235.539993286133,236.160003662109,224.220001220703,227.479995727539,226.089370727539,72071200
2025-03-11,223.809997558594,225.839996337891,217.449996948242,220.839996337891,219.489974975586,76137400
2025-03-12,220.139999389648,221.75,214.910003662109,216.979995727539,215.653564453125,62547500
2025-03-13,215.949996948242,216.839996337891,208.419998168945,209.679992675781,208.398193359375,61368300
2025-03-14,211.25,213.949996948242,209.580001831055,213.490005493164,212.184906005859,60107600
2025-03-17,213.309997558594,215.220001220703,209.970001220703,214,212.691772460938,48073400
2025-03-18,214.160003662109,215.149993896484,211.490005493164,212.690002441406,211.389785766602,42432400
2025-03-19,214.220001220703,218.759994506836,213.75,215.240005493164,213.924224853516,54385400
2025-03-20,213.990005493164,217.490005493164,212.220001220703,214.100006103516,212.791168212891,48862900
2025-03-21,211.559997558594,218.839996337891,211.279998779297,218.270004272461,216.935684204102,94127800
2025-03-24,221,221.479995727539,218.580001831055,220.729995727539,219.380630493164,44299500
2025-03-25,220.770004272461,224.100006103516,220.080001831055,223.75,222.382186889648,34493600
2025-03-26,223.509994506836,225.020004272461,220.470001220703,221.529998779297,220.175750732422,34466100
2025-03-27,221.389999389648,224.990005493164,220.559997558594,223.850006103516,222.481582641602,37094800
2025-03-28,221.669998168945,223.809997558594,217.679992675781,217.899993896484,216.567947387695,39818600
2025-03-31,217.009994506836,225.619995117188,216.229995727539,222.130004882812,220.772094726562,65299300
2025-04-01,219.809997558594,223.679992675781,218.899993896484,223.190002441406,221.825607299805,36412700
2025-04-02,221.320007324219,225.190002441406,221.020004272461,223.889999389648,222.521301269531,35905900
2025-04-03,205.539993286133,207.490005493164,201.25,203.190002441406,201.947875976562,103419000
2025-04-04,193.889999389648,199.880004882812,187.339996337891,188.380004882812,187.228408813477,125910900
2025-04-07,177.199996948242,194.149993896484,174.619995117188,181.460006713867,180.350708007812,160466300
2025-04-08,186.699996948242,190.339996337891,169.210006713867,172.419998168945,171.365966796875,120859500
2025-04-09,171.949996948242,200.610000610352,171.889999389648,198.850006103516,197.634399414062,184395900
2025-04-10,189.070007324219,194.779998779297,183,190.419998168945,189.255935668945,121880000
2025-04-11,186.100006103516,199.539993286133,186.059997558594,198.149993896484,196.938674926758,87435900
2025-04-14,211.440002441406,212.940002441406,201.160003662109,202.520004272461,201.281951904297,101352900
2025-04-15,201.860000610352,203.509994506836,199.800003051758,202.139999389648,200.904281616211,51343900
2025-04-16,198.360000610352,200.699996948242,192.369995117188,194.270004272461,193.082397460938,59732400
2025-04-17,197.199996948242,198.830001831055,194.419998168945,196.979995727539,195.775817871094,52164700
2025-04-21,193.270004272461,193.800003051758,189.809997558594,193.160003662109,191.97917175293,46742500
2025-04-22,196.119995117188,201.589996337891,195.970001220703,199.740005493164,198.518966674805,52976400
2025-04-23,206,208,202.800003051758,204.600006103516,203.349258422852,52929200
2025-04-24,204.889999389648,208.830001831055,202.940002441406,208.369995117188,207.096206665039,47311000
2025-04-25,206.369995117188,209.75,206.199996948242,209.279998779297,208.000610351562,38222300
2025-04-28,210,211.5,207.460006713867,210.139999389648,208.855377197266,38743100
2025-04-29,208.690002441406,212.240005493164,208.369995117188,211.210006713867,209.918838500977,36827600
2025-04-30,209.300003051758,213.580001831055,206.669998168945,212.5,211.200958251953,52286500
2025-05-01,209.080001831055,214.559997558594,208.899993896484,213.320007324219,212.01594543457,57365700
2025-05-02,206.089996337891,206.990005493164,202.160003662109,205.350006103516,204.094665527344,101010600
2025-05-05,203.100006103516,204.100006103516,198.210006713867,198.889999389648,197.674133300781,69018500
2025-05-06,198.210006713867,200.649993896484,197.020004272461,198.509994506836,197.296478271484,51216500
2025-05-07,199.169998168945,199.440002441406,193.25,196.25,195.05029296875,68536700
2025-05-08,197.720001220703,200.050003051758,194.679992675781,197.490005493164,196.282699584961,50478900
2025-05-09,199,200.539993286133,197.539993286133,198.529998779297,197.316329956055,36453900
2025-05-12,210.970001220703,211.270004272461,206.75,210.789993286133,209.776107788086,63775800
2025-05-13,210.429992675781,213.399993896484,209,212.929992675781,211.905838012695,51909300
2025-05-14,212.429992675781,213.940002441406,210.580001831055,212.330001831055,211.308731079102,49325800
2025-05-15,210.949996948242,212.960006713867,209.539993286133,211.449996948242,210.432983398438,45029500
2025-05-16,212.360000610352,212.570007324219,209.770004272461,211.259994506836,210.243881225586,54737900
2025-05-19,207.910003662109,209.479995727539,204.259994506836,208.779998779297,207.775802612305,46140500
2025-05-20,207.669998168945,208.470001220703,205.029998779297,206.860000610352,205.865036010742,42496600
2025-05-21,205.169998168945,207.039993286133,200.710006713867,202.089996337891,201.117965698242,59211800
2025-05-22,200.710006713867,202.75,199.699996948242,201.360000610352,200.391494750977,46742400
2025-05-23,193.669998168945,197.699996948242,193.460006713867,195.270004272461,194.330795288086,78432900
2025-05-27,198.300003051758,200.740005493164,197.429992675781,200.210006713867,199.247055053711,56288500
2025-05-28,200.589996337891,202.729995727539,199.899993896484,200.419998168945,199.456008911133,45339700
2025-05-29,203.580001831055,203.809997558594,198.509994506836,199.949996948242,198.988250732422,51396800
2025-05-30,199.369995117188,201.960006713867,196.779998779297,200.850006103516,199.883926391602,70819900
2025-06-02,200.279998779297,202.130004882812,200.119995117188,201.699996948242,200.729827880859,35423300
2025-06-03,201.350006103516,203.770004272461,200.960006713867,203.270004272461,202.29231262207,46381600
2025-06-04,202.910003662109,206.240005493164,202.100006103516,202.820007324219,201.844467163086,43604000
2025-06-05,203.5,204.75,200.149993896484,200.630004882812,199.665008544922,55126100
2025-06-06,203,205.699996948242,202.050003051758,203.919998168945,202.939178466797,46607700
2025-06-09,204.389999389648,206,200.020004272461,201.449996948242,200.481063842773,72862600
2025-06-10,200.600006103516,204.350006103516,200.570007324219,202.669998168945,201.695190429688,54672600
2025-06-11,203.5,204.5,198.410003662109,198.779998779297,197.823883056641,60989900
2025-06-12,199.080001831055,199.679992675781,197.360000610352,199.199996948242,198.241882324219,43904600
2025-06-13,199.729995727539,200.369995117188,195.699996948242,196.449996948242,195.505111694336,51447300
2025-06-16,197.300003051758,198.690002441406,196.559997558594,198.419998168945,197.465637207031,43020700
2025-06-17,197.199996948242,198.389999389648,195.210006713867,195.639999389648,194.699005126953,38856200
2025-06-18,195.940002441406,197.570007324219,195.070007324219,196.580001831055,195.634490966797,45394700
2025-06-20,198.240005493164,201.699996948242,196.860000610352,201,200.033218383789,96813500
2025-06-23,201.630004882812,202.300003051758,198.960006713867,201.5,200.530822753906,55814300
2025-06-24,202.589996337891,203.440002441406,200.199996948242,200.300003051758,199.33659362793,54064000
2025-06-25,201.449996948242,203.669998168945,200.619995117188,201.559997558594,200.590530395508,39525700
2025-06-26,201.429992675781,202.639999389648,199.460006713867,201,200.033218383789,50799100
2025-06-27,201.889999389648,203.220001220703,200,201.080001831055,200.112838745117,73188600
2025-06-30,202.009994506836,207.389999389648,199.259994506836,205.169998168945,204.183166503906,91912800
2025-07-01,206.669998168945,210.190002441406,206.139999389648,207.820007324219,206.820434570312,78788900
2025-07-02,208.910003662109,213.339996337891,208.139999389648,212.440002441406,211.418197631836,67941800
2025-07-03,212.149993896484,214.649993896484,211.809997558594,213.550003051758,212.522857666016,34955800
2025-07-07,212.679992675781,216.229995727539,208.800003051758,209.949996948242,208.940185546875,50229000
2025-07-08,210.100006103516,211.429992675781,208.449996948242,210.009994506836,208.999877929688,42848900
2025-07-09,209.529998779297,211.330001831055,207.220001220703,211.139999389648,210.124450683594,48749400
2025-07-10,210.509994506836,213.479995727539,210.029998779297,212.410003662109,211.388366699219,44443600
2025-07-11,210.570007324219,212.130004882812,209.860000610352,211.160003662109,210.144348144531,39765800
2025-07-14,209.929992675781,210.910003662109,207.539993286133,208.619995117188,207.616577148438,38840100
2025-07-15,209.220001220703,211.889999389648,208.919998168945,209.110000610352,208.104217529297,42296300
2025-07-16,210.300003051758,212.399993896484,208.639999389648,210.160003662109,209.149169921875,47490500
2025-07-17,210.570007324219,211.800003051758,209.589996337891,210.020004272461,209.009841918945,48068100
2025-07-18,210.869995117188,211.789993286133,209.699996948242,211.179992675781,210.164260864258,48974600
2025-07-21,212.100006103516,215.779998779297,211.630004882812,212.479995727539,211.457992553711,51377400
2025-07-22,213.139999389648,214.949996948242,212.229995727539,214.399993896484,213.368759155273,46404100
2025-07-23,215,215.149993896484,212.410003662109,214.149993896484,213.119964599609,46989300
2025-07-24,213.899993896484,215.690002441406,213.529998779297,213.759994506836,212.731842041016,46022600
2025-07-25,214.699996948242,215.240005493164,213.399993896484,213.880004882812,212.851287841797,40268800
2025-07-28,214.029998779297,214.850006103516,213.059997558594,214.050003051758,213.020446777344,37858000
2025-07-29,214.179992675781,214.809997558594,210.820007324219,211.270004272461,210.253845214844,51411700
2025-07-30,211.899993896484,212.389999389648,207.720001220703,209.050003051758,208.044494628906,45512500
2025-07-31,208.490005493164,209.839996337891,207.160003662109,207.570007324219,206.571624755859,80698400
2025-08-01,210.869995117188,213.580001831055,201.5,202.380004882812,201.406585693359,104434500
2025-08-04,204.509994506836,207.880004882812,201.679992675781,203.350006103516,202.371917724609,75109300
2025-08-05,203.399993896484,205.339996337891,202.160003662109,202.919998168945,201.944000244141,44155100
2025-08-06,205.630004882812,215.380004882812,205.589996337891,213.25,212.22428894043,108483100
2025-08-07,218.880004882812,220.850006103516,216.580001831055,220.029998779297,218.9716796875,90224800
2025-08-08,220.830001831055,231,219.25,229.350006103516,228.246887207031,113854000
2025-08-11,227.919998168945,229.559997558594,224.759994506836,227.179992675781,226.343887329102,61806100
2025-08-12,228.009994506836,230.800003051758,227.070007324219,229.649993896484,228.804794311523,55626200
2025-08-13,231.070007324219,235,230.429992675781,233.330001831055,232.471237182617,69878500
2025-08-14,234.059997558594,235.119995117188,230.850006103516,232.779998779297,231.923278808594,51916300
2025-08-15,234,234.279998779297,229.339996337891,231.589996337891,230.737655639648,56038700
2025-08-18,231.699996948242,233.119995117188,230.110000610352,230.889999389648,230.040237426758,37476200
2025-08-19,231.279998779297,232.869995117188,229.350006103516,230.559997558594,229.711456298828,39402600
2025-08-20,229.979995727539,230.470001220703,225.770004272461,226.009994506836,225.178192138672,42263900
2025-08-21,226.270004272461,226.520004272461,223.779998779297,224.899993896484,224.072280883789,30621200
2025-08-22,226.169998168945,229.089996337891,225.410003662109,227.759994506836,226.921752929688,42477800
2025-08-25,226.479995727539,229.300003051758,226.229995727539,227.160003662109,226.323974609375,30983100
2025-08-26,226.869995117188,229.490005493164,224.690002441406,229.309997558594,228.466033935547,54575100
2025-08-27,228.610000610352,230.899993896484,228.259994506836,230.490005493164,229.641708374023,31259500
2025-08-28,230.820007324219,233.410003662109,229.339996337891,232.559997558594,231.704086303711,38074700
2025-08-29,232.509994506836,233.380004882812,231.369995117188,232.139999389648,231.285629272461,39418400
2025-09-02,229.25,230.850006103516,226.970001220703,229.720001220703,228.874542236328,44075600
2025-09-03,237.210006713867,238.850006103516,234.360000610352,238.470001220703,237.592346191406,66427800
2025-09-04,238.449996948242,239.899993896484,236.740005493164,239.779998779297,238.897506713867,47549400
2025-09-05,240,241.320007324219,238.490005493164,239.690002441406,238.807846069336,54870400
2025-09-08,239.300003051758,240.149993896484,236.339996337891,237.880004882812,237.004516601562,48999500
2025-09-09,237,238.779998779297,233.360000610352,234.350006103516,233.487518310547,66313900
2025-09-10,232.190002441406,232.419998168945,225.949996948242,226.789993286133,225.955337524414,83440800
2025-09-11,226.880004882812,230.449996948242,226.649993896484,230.029998779297,229.183410644531,50208600
2025-09-12,229.220001220703,234.509994506836,229.020004272461,234.070007324219,233.208541870117,55824200
2025-09-15,237,238.190002441406,235.029998779297,236.699996948242,235.828857421875,42699500
2025-09-16,237.179992675781,241.220001220703,236.320007324219,238.149993896484,237.273498535156,63421100
2025-09-17,238.970001220703,240.100006103516,237.729995727539,238.990005493164,238.110443115234,46508000
2025-09-18,239.970001220703,241.199996948242,236.649993896484,237.880004882812,237.004516601562,44249600
2025-09-19,241.229995727539,246.300003051758,240.210006713867,245.5,244.596450805664,163741300
2025-09-22,248.300003051758,256.640014648438,248.119995117188,256.079986572266,255.137512207031,105517400
2025-09-23,255.880004882812,257.339996337891,253.580001831055,254.429992675781,253.493606567383,60275200
2025-09-24,255.220001220703,255.740005493164,251.039993286133,252.309997558594,251.381393432617,42303700
2025-09-25,253.210006713867,257.170013427734,251.710006713867,256.869995117188,255.924606323242,55202100
2025-09-26,254.100006103516,257.600006103516,253.779998779297,255.460006713867,254.519805908203,46076300
2025-09-29,254.559997558594,255,253.009994506836,254.429992675781,253.493606567383,40127700
2025-09-30,254.860000610352,255.919998168945,253.110000610352,254.630004882812,253.692855834961,37704300
2025-10-01,255.039993286133,258.790008544922,254.929992675781,255.449996948242,254.509841918945,48713900
2025-10-02,256.579986572266,258.179992675781,254.149993896484,257.130004882812,256.183685302734,42630200
2025-10-03,254.669998168945,259.239990234375,253.949996948242,258.019989013672,257.070373535156,49155600
2025-10-06,257.989990234375,259.070007324219,255.050003051758,256.690002441406,255.74528503418,44664100
2025-10-07,256.809997558594,257.399993896484,255.429992675781,256.480010986328,255.536071777344,31955800
2025-10-08,256.519989013672,258.519989013672,256.109985351562,258.059997558594,257.110229492188,36496900
2025-10-09,257.809997558594,258,253.139999389648,254.039993286133,253.105026245117,38322000
2025-10-10,254.940002441406,256.380004882812,244,245.270004272461,244.367309570312,61999100
2025-10-13,249.380004882812,249.690002441406,245.559997558594,247.660003662109,246.748519897461,38142900
2025-10-14,246.600006103516,248.850006103516,244.699996948242,247.770004272461,246.858123779297,35478000
2025-10-15,249.490005493164,251.820007324219,247.470001220703,249.339996337891,248.422317504883,33893600
2025-10-16,248.25,249.039993286133,245.130004882812,247.449996948242,246.539291381836,39777000
2025-10-17,248.020004272461,253.380004882812,247.270004272461,252.289993286133,251.361480712891,49147000
2025-10-20,255.889999389648,264.380004882812,255.630004882812,262.239990234375,261.274841308594,90483000
2025-10-21,261.880004882812,265.290008544922,261.829986572266,262.769989013672,261.802886962891,46695900
2025-10-22,262.649993896484,262.850006103516,255.429992675781,258.450012207031,257.498809814453,45015300
2025-10-23,259.940002441406,260.619995117188,258.010009765625,259.579986572266,258.624603271484,32754900
2025-10-24,261.190002441406,264.130004882812,259.179992675781,262.820007324219,261.852752685547,38253700
2025-10-27,264.880004882812,269.119995117188,264.649993896484,268.809997558594,267.820709228516,44888200
2025-10-28,268.989990234375,269.890014648438,268.149993896484,269,268.009979248047,41534800
2025-10-29,269.279998779297,271.410003662109,267.109985351562,269.700012207031,268.707427978516,51086700
2025-10-30,271.989990234375,274.140014648438,268.480010986328,271.399993896484,270.401153564453,69886500
2025-10-31,276.989990234375,277.320007324219,269.160003662109,270.369995117188,269.374938964844,86167100
2025-11-03,270.420013427734,270.850006103516,266.25,269.049987792969,268.059753417969,50194600
2025-11-04,268.329986572266,271.489990234375,267.619995117188,270.040008544922,269.046173095703,49274800
2025-11-05,268.609985351562,271.700012207031,266.929992675781,270.140014648438,269.145812988281,43683100
2025-11-06,267.890014648438,273.399993896484,267.890014648438,269.769989013672,268.777130126953,51204000
2025-11-07,269.799987792969,272.290008544922,266.769989013672,268.470001220703,267.48193359375,48227400
2025-11-10,268.959991455078,273.730010986328,267.459991455078,269.429992675781,268.698608398438,41312400
2025-11-11,269.809997558594,275.910003662109,269.799987792969,275.25,274.502838134766,46208300
2025-11-12,275,275.730010986328,271.700012207031,273.470001220703,272.727630615234,48398000
2025-11-13,274.109985351562,276.700012207031,272.089996337891,272.950012207031,272.209075927734,49602800
2025-11-14,271.049987792969,275.959991455078,269.600006103516,272.410003662109,271.670532226562,47431300
2025-11-17,268.820007324219,270.489990234375,265.730010986328,267.459991455078,266.733947753906,45018300
2025-11-18,269.989990234375,270.709991455078,265.320007324219,267.440002441406,266.714019775391,45677300
2025-11-19,265.529998779297,272.209991455078,265.5,268.559997558594,267.830963134766,40424500
2025-11-20,270.829986572266,275.429992675781,265.920013427734,266.25,265.527252197266,45823600
2025-11-21,265.950012207031,273.329986572266,265.670013427734,271.489990234375,270.753021240234,59030800
2025-11-24,270.899993896484,277,270.899993896484,275.920013427734,275.171020507812,65585800
2025-11-25,275.269989013672,280.380004882812,275.25,276.970001220703,276.218139648438,46914200
2025-11-26,276.959991455078,279.529998779297,276.630004882812,277.549987792969,276.796569824219,33431400
